k,P_success,P_nobody,P_notbest, 理論式 P_success, 理論式 P_nobody, 理論式 P_notbest
715,0.243,0.716,0.041, 0.23928984769706332, 0.715, 0.04571015230293671
716,0.246,0.716,0.038, 0.23862312021132498, 0.716, 0.04537687978867505
717,0.231,0.722,0.047, 0.2379549960775419, 0.717, 0.04504500392245814
718,0.238,0.713,0.049, 0.2372854772436194, 0.718, 0.04471452275638063
719,0.216,0.73,0.054, 0.2366145656520367, 0.719, 0.044385434347963326
720,0.257,0.695,0.048, 0.2359422632398699, 0.72, 0.04405773676013014
721,0.244,0.725,0.031, 0.23526857193881415, 0.721, 0.04373142806118588
722,0.25,0.7,0.05, 0.23459349367520632, 0.722, 0.0434065063247937
723,0.242,0.715,0.043, 0.23391703037004732, 0.723, 0.0430829696299527
724,0.254,0.705,0.041, 0.23323918393902388, 0.724, 0.04276081606097615
725,0.225,0.737,0.038, 0.23255995629253085, 0.725, 0.04244004370746918
726,0.233,0.725,0.042, 0.23187934933569293, 0.726, 0.04212065066430709
727,0.246,0.715,0.039, 0.23119736496838666, 0.727, 0.041802635031613355
728,0.215,0.74,0.045, 0.23051400508526207, 0.728, 0.04148599491473795
729,0.214,0.736,0.05, 0.22982927157576372, 0.729, 0.0411707284242363
730,0.23,0.724,0.046, 0.2291431663241529, 0.73, 0.04085683367584711
731,0.238,0.728,0.034, 0.22845569120952852, 0.731, 0.040544308790471495
732,0.231,0.74,0.029, 0.22776684810584794, 0.732, 0.04023315189415208
733,0.214,0.746,0.04, 0.22707663888194887, 0.733, 0.03992336111805114
734,0.231,0.728,0.041, 0.22638506540156952, 0.734, 0.03961493459843049
735,0.234,0.712,0.054, 0.22569212952337003, 0.735, 0.03930787047662998
736,0.222,0.748,0.03, 0.22499783310095278, 0.736, 0.03900216689904723
737,0.211,0.757,0.032, 0.2243021779828835, 0.737, 0.03869782201711652
738,0.217,0.75,0.033, 0.22360516601271102, 0.738, 0.03839483398728899
739,0.233,0.738,0.029, 0.22290679902898836, 0.739, 0.038093200971011654
740,0.238,0.731,0.031, 0.2222070788652928, 0.74, 0.0377929211347072
741,0.229,0.741,0.03, 0.22150600735024592, 0.741, 0.03749399264975409
742,0.233,0.729,0.038, 0.22080358630753372, 0.742, 0.03719641369246629
743,0.237,0.732,0.031, 0.22009981755592664, 0.743, 0.036900182444073365
744,0.227,0.735,0.038, 0.21939470290929924, 0.744, 0.03660529709070076
745,0.226,0.741,0.033, 0.21868824417665045, 0.745, 0.036311755823349556
746,0.221,0.741,0.038, 0.21798044316212248, 0.746, 0.036019556837877525
747,0.209,0.753,0.038, 0.2172713016650208, 0.747, 0.035728698334979214
748,0.222,0.74,0.038, 0.21656082147983338, 0.748, 0.03543917852016662
749,0.218,0.744,0.038, 0.21584900439625027, 0.749, 0.035150995603749735
750,0.231,0.734,0.035, 0.2151358521991825, 0.75, 0.03486414780081751
751,0.224,0.741,0.035, 0.21442136666878134, 0.751, 0.03457863333121866
752,0.226,0.735,0.039, 0.2137055495804575, 0.752, 0.03429445041954249
753,0.228,0.738,0.034, 0.21298840270489958, 0.753, 0.03401159729510042
754,0.219,0.756,0.025, 0.21226992780809328, 0.754, 0.03373007219190671
755,0.185,0.784,0.031, 0.21155012665134007, 0.755, 0.033449873348659925
756,0.197,0.778,0.025, 0.21082900099127563, 0.756, 0.03317099900872436
757,0.236,0.726,0.038, 0.21010655257988847, 0.757, 0.03289344742011152
758,0.207,0.765,0.028, 0.20938278316453818, 0.758, 0.032617216835461815
759,0.184,0.78,0.036, 0.2086576944879743, 0.759, 0.03234230551202569
760,0.209,0.767,0.024, 0.20793128828835372, 0.76, 0.03206871171164627
761,0.202,0.765,0.033, 0.20720356629925943, 0.761, 0.03179643370074056
762,0.238,0.727,0.035, 0.20647453024971837, 0.762, 0.031525469750281615
763,0.206,0.77,0.024, 0.2057441818642194, 0.763, 0.0312558181357806
764,0.231,0.742,0.027, 0.20501252286273083, 0.764, 0.030987477137269154
765,0.211,0.764,0.025, 0.2042795549607187, 0.765, 0.030720445039281286
766,0.23,0.748,0.022, 0.20354527986916404, 0.766, 0.030454720130835944
767,0.218,0.741,0.041, 0.20280969929458068, 0.767, 0.03019030070541931
768,0.199,0.767,0.034, 0.20207281493903256, 0.768, 0.02992718506096742
769,0.2,0.774,0.026, 0.2013346285001511, 0.769, 0.02966537149984888
770,0.201,0.771,0.028, 0.20059514167115258, 0.77, 0.0294048583288474
771,0.206,0.763,0.031, 0.19985435614085537, 0.771, 0.029145643859144615
772,0.188,0.787,0.025, 0.19911227359369696, 0.772, 0.02888772640630302
773,0.182,0.796,0.022, 0.19836889570975097, 0.773, 0.02863110429024901
774,0.213,0.755,0.032, 0.1976242241647442, 0.774, 0.028375775835255773
775,0.187,0.782,0.031, 0.1968782606300733, 0.775, 0.02812173936992668
776,0.194,0.778,0.028, 0.19613100677282175, 0.776, 0.02786899322717823
777,0.222,0.751,0.027, 0.19538246425577646, 0.777, 0.027617535744223515
778,0.179,0.793,0.028, 0.1946326347374441, 0.778, 0.02736736526255587
779,0.197,0.771,0.032, 0.19388151987206806, 0.779, 0.027118480127931915
780,0.183,0.784,0.033, 0.19312912130964457, 0.78, 0.0268708786903554
781,0.202,0.779,0.019, 0.19237544069593898, 0.781, 0.02662455930406099
782,0.177,0.803,0.02, 0.1916204796725023, 0.782, 0.026379520327497685
783,0.176,0.797,0.027, 0.19086423987668708, 0.783, 0.026135760123312896
784,0.206,0.757,0.037, 0.19010672294166367, 0.784, 0.0258932770583363
785,0.197,0.776,0.027, 0.18934793049643622, 0.785, 0.025652069503563746
786,0.196,0.782,0.022, 0.18858786416585843, 0.786, 0.025412135834141536
787,0.19,0.784,0.026, 0.18782652557064958, 0.787, 0.02517347442935039
788,0.18,0.797,0.023, 0.18706391632741026, 0.788, 0.024936083672589704
789,0.169,0.814,0.017, 0.18630003804863796, 0.789, 0.02469996195136201
790,0.169,0.806,0.025, 0.1855348923427427, 0.79, 0.024465107657257262
791,0.187,0.801,0.012, 0.18476848081406264, 0.791, 0.024231519185937328
792,0.171,0.809,0.02, 0.1840008050628794, 0.792, 0.02399919493712055
793,0.173,0.808,0.019, 0.18323186668543354, 0.793, 0.023768133314566425
794,0.189,0.794,0.017, 0.18246166727393975, 0.794, 0.023538332726060207
795,0.167,0.817,0.016, 0.18169020841660213, 0.795, 0.023309791583397826
796,0.176,0.807,0.017, 0.1809174916976293, 0.796, 0.023082508302370658
797,0.184,0.797,0.019, 0.18014351869724946, 0.797, 0.022856481302750503
798,0.183,0.796,0.021, 0.17936829099172527, 0.798, 0.022631709008274686
799,0.188,0.791,0.021, 0.17859181015336908, 0.799, 0.02240818984663087
800,0.176,0.805,0.019, 0.17781407775055727, 0.8, 0.022185922249442686
801,0.174,0.803,0.023, 0.17703509534774547, 0.801, 0.02196490465225448
802,0.181,0.802,0.017, 0.176254864505483, 0.802, 0.021745135494516954
803,0.164,0.821,0.015, 0.17547338678042748, 0.803, 0.02152661321957247
804,0.175,0.807,0.018, 0.17469066372535952, 0.804, 0.021309336274640434
805,0.18,0.805,0.015, 0.17390669688919705, 0.805, 0.021093303110802902
806,0.176,0.81,0.014, 0.1731214878170097, 0.806, 0.02087851218299025
807,0.172,0.806,0.022, 0.17233503805003328, 0.807, 0.02066496194996667
808,0.183,0.792,0.025, 0.17154734912568387, 0.808, 0.02045265087431608
809,0.19,0.799,0.011, 0.1707584225775721, 0.809, 0.020241577422427853
810,0.17,0.813,0.017, 0.16996825993551717, 0.81, 0.020031740064482773
811,0.167,0.824,0.009, 0.169176862725561, 0.811, 0.019823137274438934
812,0.166,0.818,0.016, 0.1683842324699822, 0.812, 0.019615767530017758
813,0.164,0.818,0.018, 0.16759037068730973, 0.813, 0.01940962931269033
814,0.166,0.812,0.022, 0.16679527889233714, 0.814, 0.019204721107662914
815,0.154,0.816,0.03, 0.16599895859613611, 0.815, 0.01900104140386394
816,0.158,0.827,0.015, 0.16520141130607, 0.816, 0.018798588693930057
817,0.168,0.815,0.017, 0.16440263852580783, 0.817, 0.01859736147419222
818,0.166,0.823,0.011, 0.1636026417553376, 0.818, 0.01839735824466246
819,0.152,0.835,0.013, 0.16280142249097984, 0.819, 0.01819857750902021
820,0.17,0.819,0.011, 0.16199898222540102, 0.82, 0.018001017774599032
821,0.159,0.819,0.022, 0.16119532244762713, 0.821, 0.017804677552372916
822,0.144,0.836,0.02, 0.16039044464305666, 0.822, 0.01760955535694339
823,0.165,0.817,0.018, 0.159584350293474, 0.823, 0.017415649706526037
824,0.134,0.843,0.023, 0.15877704087706268, 0.824, 0.017222959122937365
825,0.147,0.841,0.012, 0.15796851786841834, 0.825, 0.017031482131581704
826,0.172,0.813,0.015, 0.15715878273856188, 0.826, 0.01684121726143817
827,0.139,0.849,0.012, 0.15634783695495236, 0.827, 0.016652163045047685
828,0.154,0.831,0.015, 0.15553568198150008, 0.828, 0.016464318018499957
829,0.15,0.836,0.014, 0.15472231927857918, 0.829, 0.016277680721420856
830,0.15,0.831,0.019, 0.15390775030304069, 0.83, 0.016092249696959354
831,0.155,0.827,0.018, 0.15309197650822506, 0.831, 0.015908023491774975
832,0.172,0.812,0.016, 0.15227499934397506, 0.832, 0.015725000656024973
833,0.171,0.814,0.015, 0.15145682025664808, 0.833, 0.015543179743351954
834,0.159,0.826,0.015, 0.15063744068912907, 0.834, 0.015362559310870966
835,0.152,0.835,0.013, 0.14981686208084263, 0.835, 0.015183137919157402
836,0.142,0.841,0.017, 0.1489950858677658, 0.836, 0.015004914132234232
837,0.134,0.855,0.011, 0.1481721134824402, 0.837, 0.01482788651755984
838,0.14,0.848,0.012, 0.14734794635398432, 0.838, 0.014652053646015711
839,0.171,0.813,0.016, 0.14652258590810602, 0.839, 0.014477414091894014
840,0.178,0.812,0.01, 0.14569603356711452, 0.84, 0.014303966432885507
841,0.159,0.835,0.006, 0.14486829074993252, 0.841, 0.014131709250067515
842,0.133,0.855,0.012, 0.14403935887210842, 0.842, 0.01396064112789161
843,0.138,0.849,0.013, 0.14320923934582827, 0.843, 0.013790760654171758
844,0.149,0.836,0.015, 0.14237793357992773, 0.844, 0.013622066420072299
845,0.161,0.823,0.016, 0.14154544297990396, 0.845, 0.01345455702009607
846,0.152,0.837,0.011, 0.1407117689479275, 0.846, 0.013288231052072524
847,0.157,0.833,0.01, 0.13987691288285417, 0.847, 0.013123087117145854
848,0.135,0.853,0.012, 0.1390408761802365, 0.848, 0.012959123819763524
849,0.128,0.86,0.012, 0.13820366023233582, 0.849, 0.0127963397676642
850,0.146,0.837,0.017, 0.13736526642813365, 0.85, 0.012634733571866369
851,0.136,0.854,0.01, 0.13652569615334323, 0.851, 0.012474303846656792
852,0.132,0.857,0.011, 0.1356849507904212, 0.852, 0.012315049209578821
853,0.129,0.856,0.015, 0.13484303171857898, 0.853, 0.012156968281421043
854,0.134,0.859,0.007, 0.1339999403137942, 0.854, 0.012000059686205822
855,0.14,0.843,0.017, 0.13315567794882208, 0.855, 0.011844322051177941
856,0.136,0.852,0.012, 0.13231024599320668, 0.856, 0.01168975400679334
857,0.148,0.839,0.013, 0.13146364581329217, 0.857, 0.011536354186707842
858,0.144,0.844,0.012, 0.13061587877223418, 0.858, 0.011384121227765831
859,0.146,0.844,0.01, 0.12976694623001064, 0.859, 0.01123305376998937
860,0.116,0.87,0.014, 0.12891684954343327, 0.86, 0.011083150456566743
861,0.124,0.87,0.006, 0.1280655900661582, 0.861, 0.010934409933841815
862,0.113,0.88,0.007, 0.12721316914869726, 0.862, 0.010786830851302748
863,0.117,0.87,0.013, 0.12635958813842896, 0.863, 0.010640411861571053
864,0.149,0.835,0.016, 0.12550484837960907, 0.864, 0.010495151620390941
865,0.118,0.876,0.006, 0.12464895121338175, 0.865, 0.010351048786618258
866,0.15,0.842,0.008, 0.12379189797779029, 0.866, 0.010208102022209717
867,0.129,0.855,0.016, 0.12293369000778775, 0.867, 0.010066309992212252
868,0.12,0.873,0.007, 0.12207432863524774, 0.868, 0.009925671364752267
869,0.118,0.873,0.009, 0.12121381518897499, 0.869, 0.009786184811025014
870,0.137,0.852,0.011, 0.12035215099471604, 0.87, 0.009647849005283968
871,0.109,0.885,0.006, 0.11948933737516974, 0.871, 0.00951066262483026
872,0.141,0.854,0.005, 0.11862537564999769, 0.872, 0.009374624350002317
873,0.115,0.881,0.004, 0.11776026713583485, 0.873, 0.009239732864165157
874,0.129,0.869,0.002, 0.11689401314629973, 0.874, 0.009105986853700274
875,0.116,0.873,0.011, 0.11602661499200485, 0.875, 0.008973385007995147
876,0.112,0.878,0.01, 0.1151580739805672, 0.876, 0.008841926019432803
877,0.113,0.882,0.005, 0.11428839141661806, 0.877, 0.008711608583381936
878,0.114,0.883,0.003, 0.11341756860181375, 0.878, 0.00858243139818625
879,0.126,0.866,0.008, 0.11254560683484545, 0.879, 0.008454393165154547
880,0.103,0.887,0.01, 0.11167250741144934, 0.88, 0.008327492588550658
881,0.129,0.862,0.009, 0.11079827162441688, 0.881, 0.008201728375583112
882,0.111,0.881,0.008, 0.10992290076360468, 0.882, 0.00807709923639531
883,0.104,0.882,0.014, 0.10904639611594434, 0.883, 0.007953603884055652
884,0.103,0.889,0.008, 0.10816875896545279, 0.884, 0.007831241034547201
885,0.113,0.877,0.01, 0.10728999059324176, 0.885, 0.007710009406758228
886,0.108,0.886,0.006, 0.10641009227752792, 0.886, 0.007589907722472075
887,0.121,0.877,0.002, 0.10552906529364249, 0.887, 0.007470934706357499
888,0.09,0.903,0.007, 0.10464691091404117, 0.888, 0.007353089085958817
889,0.105,0.891,0.004, 0.10376363040831375, 0.889, 0.007236369591686234
890,0.095,0.898,0.007, 0.10287922504319373, 0.89, 0.007120774956806256
891,0.087,0.906,0.007, 0.10199369608256811, 0.891, 0.007006303917431872
892,0.112,0.886,0.002, 0.10110704478748683, 0.892, 0.006892955212513152
893,0.098,0.896,0.006, 0.10021927241617234, 0.893, 0.006780727583827639
894,0.112,0.881,0.007, 0.09933038022402921, 0.894, 0.006669619775970775
895,0.109,0.884,0.007, 0.0984403694636534, 0.895, 0.006559630536346589
896,0.09,0.906,0.004, 0.09754924138484183, 0.896, 0.0064507586151581475
897,0.089,0.906,0.005, 0.0966569972346017, 0.897, 0.006343002765398287
898,0.092,0.906,0.002, 0.09576363825715979, 0.898, 0.006236361742840188
899,0.11,0.882,0.008, 0.09486916569397177, 0.899, 0.0061308343060282045
900,0.105,0.891,0.004, 0.09397358078373147, 0.9, 0.006026419216268508
901,0.093,0.897,0.01, 0.09307688476238006, 0.901, 0.005923115237619916
902,0.083,0.911,0.006, 0.09217907886311523, 0.902, 0.005820921136884746
903,0.09,0.907,0.003, 0.09128016431640026, 0.903, 0.005719835683599711
904,0.092,0.898,0.01, 0.09038014234997326, 0.904, 0.005619857650026719
905,0.089,0.906,0.005, 0.08947901418885597, 0.905, 0.005520985811144005
906,0.085,0.905,0.01, 0.088576781055363, 0.906, 0.005423218944636973
907,0.075,0.922,0.003, 0.08767344416911063, 0.907, 0.00532655583088934
908,0.085,0.913,0.002, 0.08676900474702584, 0.908, 0.00523099525297413
909,0.081,0.91,0.009, 0.08586346400335515, 0.909, 0.00513653599664482
910,0.08,0.917,0.003, 0.0849568231496735, 0.91, 0.005043176850326472
911,0.081,0.915,0.004, 0.0840490833948929, 0.911, 0.004950916605107061
912,0.096,0.898,0.006, 0.08314024594527152, 0.912, 0.004859754054728452
913,0.076,0.918,0.006, 0.08223031200442203, 0.913, 0.004769687995577934
914,0.079,0.915,0.006, 0.08131928277332062, 0.914, 0.004680717226679343
915,0.081,0.917,0.002, 0.0804071594503155, 0.915, 0.004592840549684465
916,0.073,0.925,0.002, 0.07949394323113551, 0.916, 0.004506056768864453
917,0.078,0.918,0.004, 0.07857963530889876, 0.917, 0.0044203646911012
918,0.084,0.913,0.003, 0.07766423687412113, 0.918, 0.004335763125878828
919,0.072,0.924,0.004, 0.07674774911472476, 0.919, 0.0042522508852751995
920,0.087,0.91,0.003, 0.07583017321604654, 0.92, 0.0041698267839534175
921,0.077,0.915,0.008, 0.0749115103608466, 0.921, 0.004088489639153356
922,0.07,0.925,0.005, 0.07399176172931655, 0.922, 0.0040082382706834035
923,0.073,0.924,0.003, 0.07307092849908804, 0.923, 0.003929071500911915
924,0.072,0.926,0.002, 0.07214901184524092, 0.924, 0.0038509881547590386
925,0.078,0.919,0.003, 0.07122601294031153, 0.925, 0.0037739870596884273
926,0.065,0.933,0.002, 0.07030193295430104, 0.926, 0.003698067045698916
927,0.07,0.929,0.001, 0.06937677305468365, 0.927, 0.0036232269453163046
928,0.07,0.927,0.003, 0.06845053440641469, 0.928, 0.003549465593585266
929,0.071,0.927,0.002, 0.06752321817193886, 0.929, 0.00347678182806109
930,0.075,0.923,0.002, 0.0665948255111982, 0.93, 0.003405174488801746
931,0.075,0.925,0.0, 0.06566535758164035, 0.931, 0.0033346424183595957
932,0.068,0.93,0.002, 0.06473481553822642, 0.932, 0.0032651844617735265
933,0.067,0.928,0.005, 0.0638032005334391, 0.933, 0.0031967994665608457
934,0.068,0.928,0.004, 0.0628705137172906, 0.934, 0.003129486282709343
935,0.078,0.92,0.002, 0.06193675623733053, 0.935, 0.003063243762669414
936,0.078,0.921,0.001, 0.061001929238653885, 0.936, 0.002998070761346061
937,0.066,0.93,0.004, 0.060066033863908845, 0.937, 0.0029339661360911
938,0.06,0.937,0.003, 0.05912907125330468, 0.938, 0.002870928746695374
939,0.056,0.943,0.001, 0.05819104254461951, 0.939, 0.0028089574553805466
940,0.057,0.94,0.003, 0.057251948873208024, 0.94, 0.0027480511267920296
941,0.055,0.945,0.0, 0.05631179137200932, 0.941, 0.0026882086279907333
942,0.05,0.948,0.002, 0.0553705711715545, 0.942, 0.0026294288284455514
943,0.054,0.946,0.0, 0.0544282893999744, 0.943, 0.002571710600025652
944,0.059,0.939,0.002, 0.053484947183007246, 0.944, 0.0025150528169928035
945,0.053,0.946,0.001, 0.0525405456440062, 0.945, 0.0024594543559938523
946,0.075,0.923,0.002, 0.051595085903946944, 0.946, 0.002404914096053104
947,0.068,0.93,0.002, 0.05064856908143525, 0.947, 0.0023514309185647952
948,0.045,0.955,0.0, 0.04970099629271449, 0.948, 0.0022990037072855574
949,0.047,0.953,0.0, 0.048752368651673046, 0.949, 0.002247631348326999
950,0.037,0.963,0.0, 0.04780268726985184, 0.95, 0.0021973127301482057
951,0.039,0.959,0.002, 0.04685195325645169, 0.951, 0.0021480467435483555
952,0.045,0.955,0.0, 0.0459001677183407, 0.952, 0.0020998322816593445
953,0.045,0.953,0.002, 0.04494733176006164, 0.953, 0.002052668239938403
954,0.054,0.946,0.0, 0.043993446483839245, 0.954, 0.002006553516160796
955,0.046,0.953,0.001, 0.0430385129895875, 0.955, 0.0019614870104125368
956,0.036,0.962,0.002, 0.042082532374916916, 0.956, 0.0019174676250831232
957,0.045,0.954,0.001, 0.041125505735141725, 0.957, 0.0018744942648583132
958,0.044,0.956,0.0, 0.04016743416328711, 0.958, 0.0018325658367129294
959,0.032,0.964,0.004, 0.03920831875009639, 0.959, 0.0017916812499036497
960,0.039,0.961,0.0, 0.038248160584038106, 0.96, 0.0017518394159619297
961,0.036,0.963,0.001, 0.03728696075131313, 0.961, 0.001713039248686904
962,0.04,0.96,0.0, 0.03632472033586185, 0.962, 0.0016752796641381837
963,0.027,0.972,0.001, 0.03536144041937106, 0.963, 0.0016385595806289732
964,0.029,0.97,0.001, 0.0343971220812811, 0.964, 0.0016028779187189299
965,0.034,0.966,0.0, 0.033431766398792806, 0.965, 0.001568233601207225
966,0.025,0.975,0.0, 0.03246537444687446, 0.966, 0.001534625553125571
967,0.032,0.967,0.001, 0.03149794729826873, 0.967, 0.0015020527017313018
968,0.031,0.969,0.0, 0.030529486023499617, 0.968, 0.0014705139765004115
969,0.035,0.964,0.001, 0.02955999169087927, 0.969, 0.0014400083091207563
970,0.025,0.974,0.001, 0.028589465366514855, 0.97, 0.001410534633485172
971,0.031,0.969,0.0, 0.027617908114315387, 0.971, 0.0013820918856846387
972,0.019,0.981,0.0, 0.026645320995998513, 0.972, 0.001354679004001512
973,0.027,0.972,0.001, 0.025671705071097277, 0.973, 0.001328294928902747
974,0.026,0.974,0.0, 0.024697061396966855, 0.974, 0.0013029386030331686
975,0.033,0.967,0.0, 0.023721391028791255, 0.975, 0.0012786089712087667
976,0.03,0.97,0.0, 0.022744695019590012, 0.976, 0.0012553049804100089
977,0.032,0.968,0.0, 0.021766974420224842, 0.977, 0.001233025579775178
978,0.013,0.987,0.0, 0.02078823027940624, 0.978, 0.0012117697205937805
979,0.026,0.974,0.0, 0.019808463643700105, 0.979, 0.0011915363562999132
980,0.013,0.987,0.0, 0.018827675557534326, 0.98, 0.0011723244424656915
981,0.025,0.974,0.001, 0.017845867063205283, 0.981, 0.0011541329367947342
982,0.02,0.98,0.0, 0.016863039200884392, 0.982, 0.0011369607991156237
983,0.022,0.978,0.0, 0.0158791930086246, 0.983, 0.0011208069913754143
984,0.013,0.987,0.0, 0.014894329522366842, 0.984, 0.0011056704776331722
985,0.02,0.98,0.0, 0.013908449775946486, 0.985, 0.0010915502240535276
986,0.013,0.987,0.0, 0.012921554801099728, 0.986, 0.0010784451989002842
987,0.009,0.991,0.0, 0.011933645627470013, 0.987, 0.0010663543725299984
988,0.009,0.991,0.0, 0.010944723282614359, 0.988, 0.0010552767173856517
989,0.004,0.996,0.0, 0.009954788792009719, 0.989, 0.0010452112079902907
990,0.01,0.99,0.0, 0.008963843179059272, 0.99, 0.0010361568209407371
991,0.008,0.992,0.0, 0.007971887465098727, 0.991, 0.0010281125349012807
992,0.009,0.991,0.0, 0.00697892266940256, 0.992, 0.0010210773305974474
993,0.014,0.986,0.0, 0.005984949809190263, 0.993, 0.001015050190809743
994,0.007,0.993,0.0, 0.00498996989963255, 0.994, 0.001010030100367455
995,0.003,0.997,0.0, 0.0039939839538575325, 0.995, 0.001006016046142472
996,0.002,0.998,0.0, 0.002996992982956887, 0.996, 0.0010030070170431167
997,0.004,0.996,0.0, 0.001998997995991984, 0.997, 0.0010010020040080187
998,0.0,1.0,0.0, 0.001, 0.998, 0.0010000000000000018
999,0.001,0.999,0.0, 0.0, 0.999, 0.0010000000000000009
